,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.375,0.531,0.504,0.204,0.193,-0.079,0.552,-0.776,0.564,-0.753,0.042,-0.34,-0.692,-0.724,-0.078,0.803
Goal 2 Score,0.375,1.0,-0.504,-0.659,0.547,0.458,0.655,-0.284,0.669,-0.749,0.232,0.149,0.743,0.105,0.67,0.419,-0.33
Goal 3 Score,0.531,-0.504,1.0,-0.119,0.069,0.605,0.543,-0.133,0.49,-0.7,0.062,0.286,0.456,-0.043,0.325,0.633,-0.122
Goal 4 Score,0.504,-0.659,-0.119,1.0,0.432,0.033,0.27,-0.574,0.752,-0.524,0.61,-0.13,0.699,0.374,0.765,0.018,-0.656
Goal 5 Score,0.204,0.547,0.069,0.432,1.0,-0.438,-0.558,0.063,-0.071,0.171,0.247,-0.197,-0.422,0.325,-0.29,-0.355,-0.066
Goal 6 Score,0.193,0.458,0.605,0.033,-0.438,1.0,-0.482,-0.16,-0.097,0.426,0.484,-0.474,-0.488,0.581,0.126,-0.595,-0.434
Goal 7 Score,-0.079,0.655,0.543,0.27,-0.558,-0.482,1.0,-0.068,-0.213,0.631,0.245,-0.252,-0.392,0.236,-0.474,-0.681,-0.046
Goal 8 Score,0.552,-0.284,-0.133,-0.574,0.063,-0.16,-0.068,1.0,0.7,-0.129,0.709,-0.437,0.47,0.624,0.486,-0.262,-0.713
Goal 9 Score,-0.776,0.669,0.49,0.752,-0.071,-0.097,-0.213,0.7,1.0,0.62,-0.721,0.192,-0.798,-0.552,-0.711,-0.025,0.685
Goal 10 Score,0.564,-0.749,-0.7,-0.524,0.171,0.426,0.631,-0.129,0.62,1.0,0.208,0.347,0.538,0.125,0.65,0.63,-0.324
Goal 11 Score,-0.753,0.232,0.062,0.61,0.247,0.484,0.245,0.709,-0.721,0.208,1.0,0.428,-0.309,-0.775,-0.621,0.409,0.894
Goal 12 Score,0.042,0.149,0.286,-0.13,-0.197,-0.474,-0.252,-0.437,0.192,0.347,0.428,1.0,0.175,0.349,0.021,-0.596,-0.247
Goal 13 Score,-0.34,0.743,0.456,0.699,-0.422,-0.488,-0.392,0.47,-0.798,0.538,-0.309,0.175,1.0,-0.094,-0.473,-0.172,0.262
Goal 14 Score,-0.692,0.105,-0.043,0.374,0.325,0.581,0.236,0.624,-0.552,0.125,-0.775,0.349,-0.094,1.0,-0.519,0.311,0.802
Goal 15 Score,-0.724,0.67,0.325,0.765,-0.29,0.126,-0.474,0.486,-0.711,0.65,-0.621,0.021,-0.473,-0.519,1.0,-0.205,0.792
Goal 16 Score,-0.078,0.419,0.633,0.018,-0.355,-0.595,-0.681,-0.262,-0.025,0.63,0.409,-0.596,-0.172,0.311,-0.205,1.0,-0.159
Goal 17 Score,0.803,-0.33,-0.122,-0.656,-0.066,-0.434,-0.046,-0.713,0.685,-0.324,0.894,-0.247,0.262,0.802,0.792,-0.159,1.0
