,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,-0.134,0.375,0.54,-0.001,-0.48,0.779,-0.162,-0.457,0.857,0.713,0.533,0.052,-0.742,0.613,0.512,-0.504
Goal 2 Score,-0.134,1.0,0.358,0.398,-0.373,-0.761,0.361,0.393,-0.307,0.014,-0.324,-0.188,0.242,-0.357,0.46,0.344,0.026
Goal 3 Score,0.375,0.358,1.0,0.225,-0.14,0.315,0.068,-0.41,0.533,0.037,-0.19,0.087,0.102,-0.019,0.06,0.203,-0.01
Goal 4 Score,0.54,0.398,0.225,1.0,0.586,0.607,-0.818,0.376,-0.035,-0.698,-0.188,-0.547,-0.34,0.674,-0.711,-0.891,0.151
Goal 5 Score,-0.001,-0.373,-0.14,0.586,1.0,-0.228,0.224,-0.401,0.46,0.049,-0.161,0.454,0.063,-0.018,0.09,0.629,0.605
Goal 6 Score,-0.48,-0.761,0.315,0.607,-0.228,1.0,0.713,0.329,-0.524,0.481,-0.035,-0.046,0.393,-0.711,0.8,0.518,-0.304
Goal 7 Score,0.779,0.361,0.068,-0.818,0.224,0.713,1.0,0.164,0.321,-0.869,-0.377,-0.407,-0.312,0.93,-0.918,-0.752,0.537
Goal 8 Score,-0.162,0.393,-0.41,0.376,-0.401,0.329,0.164,1.0,0.723,0.338,0.276,0.756,0.171,0.009,-0.088,0.532,0.237
Goal 9 Score,-0.457,-0.307,0.533,-0.035,0.46,-0.524,0.321,0.723,1.0,0.278,0.152,-0.41,-0.032,-0.478,0.466,-0.154,-0.563
Goal 10 Score,0.857,0.014,0.037,-0.698,0.049,0.481,-0.869,0.338,0.278,1.0,-0.605,-0.535,-0.263,0.811,-0.727,-0.656,0.529
Goal 11 Score,0.713,-0.324,-0.19,-0.188,-0.161,-0.035,-0.377,0.276,0.152,-0.605,1.0,-0.632,0.219,0.308,-0.169,-0.125,0.418
Goal 12 Score,0.533,-0.188,0.087,-0.547,0.454,-0.046,-0.407,0.756,-0.41,-0.535,-0.632,1.0,0.13,0.236,-0.121,-0.608,-0.07
Goal 13 Score,0.052,0.242,0.102,-0.34,0.063,0.393,-0.312,0.171,-0.032,-0.263,0.219,0.13,1.0,0.256,-0.405,-0.411,0.242
Goal 14 Score,-0.742,-0.357,-0.019,0.674,-0.018,-0.711,0.93,0.009,-0.478,0.811,0.308,0.236,0.256,1.0,0.936,0.628,-0.623
Goal 15 Score,0.613,0.46,0.06,-0.711,0.09,0.8,-0.918,-0.088,0.466,-0.727,-0.169,-0.121,-0.405,0.936,1.0,-0.627,0.628
Goal 16 Score,0.512,0.344,0.203,-0.891,0.629,0.518,-0.752,0.532,-0.154,-0.656,-0.125,-0.608,-0.411,0.628,-0.627,1.0,0.046
Goal 17 Score,-0.504,0.026,-0.01,0.151,0.605,-0.304,0.537,0.237,-0.563,0.529,0.418,-0.07,0.242,-0.623,0.628,0.046,1.0
