,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.154,0.625,-0.111,0.043,0.014,0.447,-0.534,-0.265,0.758,-0.011,0.138,-0.441,0.102,0.241,0.093,0.452
Goal 2 Score,0.154,1.0,-0.559,-0.063,0.66,0.387,0.267,0.257,0.721,-0.355,0.324,0.348,-0.248,0.145,-0.479,0.78,0.424
Goal 3 Score,0.625,-0.559,1.0,0.021,0.321,0.118,0.191,0.499,0.619,-0.427,0.487,-0.074,-0.049,0.235,-0.587,0.288,0.193
Goal 4 Score,-0.111,-0.063,0.021,1.0,0.659,-0.177,0.32,0.424,0.486,-0.082,0.692,0.462,-0.425,-0.057,-0.681,-0.003,0.204
Goal 5 Score,0.043,0.66,0.321,0.659,1.0,0.117,-0.555,-0.475,-0.86,0.106,-0.626,-0.542,0.433,-0.301,0.793,-0.433,-0.523
Goal 6 Score,0.014,0.387,0.118,-0.177,0.117,1.0,0.344,0.38,0.113,0.285,0.099,-0.049,0.013,0.413,-0.125,-0.522,0.154
Goal 7 Score,0.447,0.267,0.191,0.32,-0.555,0.344,1.0,-0.094,-0.478,-0.448,-0.47,-0.32,0.589,-0.446,0.392,-0.224,-0.691
Goal 8 Score,-0.534,0.257,0.499,0.424,-0.475,0.38,-0.094,1.0,-0.567,0.393,-0.443,-0.188,0.057,-0.157,0.655,0.06,-0.19
Goal 9 Score,-0.265,0.721,0.619,0.486,-0.86,0.113,-0.478,-0.567,1.0,0.295,-0.665,-0.418,0.285,-0.373,0.815,-0.405,-0.403
Goal 10 Score,0.758,-0.355,-0.427,-0.082,0.106,0.285,-0.448,0.393,0.295,1.0,0.055,0.175,0.159,-0.421,-0.296,0.24,-0.371
Goal 11 Score,-0.011,0.324,0.487,0.692,-0.626,0.099,-0.47,-0.443,-0.665,0.055,1.0,-0.108,0.341,-0.187,0.847,-0.046,-0.383
Goal 12 Score,0.138,0.348,-0.074,0.462,-0.542,-0.049,-0.32,-0.188,-0.418,0.175,-0.108,1.0,0.687,0.168,0.254,-0.546,-0.291
Goal 13 Score,-0.441,-0.248,-0.049,-0.425,0.433,0.013,0.589,0.057,0.285,0.159,0.341,0.687,1.0,0.02,-0.32,0.469,0.629
Goal 14 Score,0.102,0.145,0.235,-0.057,-0.301,0.413,-0.446,-0.157,-0.373,-0.421,-0.187,0.168,0.02,1.0,0.239,0.055,-0.352
Goal 15 Score,0.241,-0.479,-0.587,-0.681,0.793,-0.125,0.392,0.655,0.815,-0.296,0.847,0.254,-0.32,0.239,1.0,0.144,0.358
Goal 16 Score,0.093,0.78,0.288,-0.003,-0.433,-0.522,-0.224,0.06,-0.405,0.24,-0.046,-0.546,0.469,0.055,0.144,1.0,-0.419
Goal 17 Score,0.452,0.424,0.193,0.204,-0.523,0.154,-0.691,-0.19,-0.403,-0.371,-0.383,-0.291,0.629,-0.352,0.358,-0.419,1.0
