,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.6219825531382821,0.930768051356791,0.8566696245487913,0.34993437080058976,0.7686140652047693,0.7310127266111643,0.45730877433478806,0.5720495327360612,0.07200484960553921,0.6980424656387583,-0.6776363778855382,-0.6680700311720732,-0.21645356535279128,0.11646787585669362,0.6700685437748551,0.4132014162744772
Goal 2 Score,0.6219825531382821,1.0,0.6852384741585422,0.6525003274393498,0.33288637000307697,0.7488720922613511,0.3184625117262203,0.6110223069124733,0.839126002647905,0.20843620592820955,0.637086562842377,-0.47224130612802584,-0.46921566764309175,-0.31007954028004636,0.12490086602337039,0.5463983836653443,0.09711184631584677
Goal 3 Score,0.930768051356791,0.6852384741585422,1.0,0.8755755514128221,0.43991137673150005,0.7904253051077327,0.6632876957986229,0.6679419506836465,0.7190304260752457,0.0916508861185772,0.660699908712579,-0.6823956565448474,-0.695538363138988,-0.1491596059191658,0.16603108299729902,0.6959639872167205,0.4756205692429263
Goal 4 Score,0.8566696245487913,0.6525003274393498,0.8755755514128221,1.0,0.6177304801331364,0.7961982866915327,0.7127303525794321,0.5785074592510765,0.5871347827248995,-0.029797030129252094,0.7409552153179011,-0.6316687238878688,-0.5552170117703911,-0.12164451743054354,0.10487694407415514,0.5754495113490217,0.4029649197148824
Goal 5 Score,0.34993437080058976,0.33288637000307697,0.43991137673150005,0.6177304801331364,1.0,0.47243155652945534,0.5487310225816765,0.5230464044349795,0.4129079971989587,-0.41999960353381816,0.6200997829771732,-0.31523335951082865,-0.0656747106814416,0.1949420038815551,0.40437784871101917,0.2968568007577546,0.4164704221803794
Goal 6 Score,0.7686140652047693,0.7488720922613511,0.7904253051077327,0.7961982866915327,0.47243155652945534,1.0,0.6163710796685264,0.5811513243090889,0.6479189204279252,0.05205868345455937,0.6085441970332981,-0.4864753447181096,-0.40301613630776434,-0.17641786052556577,0.09827570546679373,0.623142921426579,0.32595862178135443
Goal 7 Score,0.7310127266111643,0.3184625117262203,0.6632876957986229,0.7127303525794321,0.5487310225816765,0.6163710796685264,1.0,0.14274480653010035,0.3956661702327245,-0.4377085002416916,0.6798029113918234,-0.4642569569491183,-0.22919030263185244,-0.23153827851714684,-0.09297177813716682,0.41484823757594635,0.49315744404450446
Goal 8 Score,0.45730877433478806,0.6110223069124733,0.6679419506836465,0.5785074592510765,0.5230464044349795,0.5811513243090889,0.14274480653010035,1.0,0.6270496607962036,0.19276360699237788,0.3281288256492308,-0.4012608118971636,-0.4729252518443906,0.1783839537672839,0.30015493530452236,0.49817044007218814,0.29449261890037265
Goal 9 Score,0.5720495327360612,0.839126002647905,0.7190304260752457,0.5871347827248995,0.4129079971989587,0.6479189204279252,0.3956661702327245,0.6270496607962036,1.0,0.1012865644061329,0.5867871969771046,-0.5848309023612915,-0.5567120424570898,-0.23916987822217023,0.1876740667151601,0.5575480606671085,0.17895477071652002
Goal 10 Score,0.07200484960553921,0.20843620592820955,0.0916508861185772,-0.029797030129252094,-0.41999960353381816,0.05205868345455937,-0.4377085002416916,0.19276360699237788,0.1012865644061329,1.0,-0.2398033323790239,-0.11675138468519514,-0.3827620312192884,-0.39819377858250116,0.09459046702856412,0.3817085074220369,-0.6277419901506419
