,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.406,0.045,0.008,-0.143,-0.037,0.589,-0.11,-0.487,0.362,0.013,0.167,-0.487,0.282,0.399,-0.163,0.262
Goal 2 Score,0.406,1.0,0.485,0.202,-0.443,0.565,-0.731,0.406,0.649,-0.749,0.76,0.458,0.262,-0.264,-0.195,0.272,-0.802
Goal 3 Score,0.045,0.485,1.0,0.246,0.038,-0.336,0.684,0.207,0.084,0.616,-0.487,-0.108,-0.399,0.065,0.401,-0.23,0.725
Goal 4 Score,0.008,0.202,0.246,1.0,0.672,0.253,-0.005,-0.268,-0.499,0.303,0.027,-0.361,-0.026,-0.146,-0.5,-0.53,0.188
Goal 5 Score,-0.143,-0.443,0.038,0.672,1.0,0.037,0.002,0.648,0.424,-0.474,0.486,0.604,-0.032,0.219,0.548,0.439,-0.503
Goal 6 Score,-0.037,0.565,-0.336,0.253,0.037,1.0,0.413,-0.126,-0.097,0.335,-0.527,-0.278,0.159,0.407,0.161,0.214,0.359
Goal 7 Score,0.589,-0.731,0.684,-0.005,0.002,0.413,1.0,-0.081,0.366,-0.791,0.397,0.05,0.552,-0.345,-0.543,0.357,-0.731
Goal 8 Score,-0.11,0.406,0.207,-0.268,0.648,-0.126,-0.081,1.0,-0.264,0.257,-0.467,-0.436,0.162,0.181,-0.341,0.019,0.287
Goal 9 Score,-0.487,0.649,0.084,-0.499,0.424,-0.097,0.366,-0.264,1.0,0.383,-0.284,-0.282,-0.273,-0.025,-0.008,-0.35,0.366
Goal 10 Score,0.362,-0.749,0.616,0.303,-0.474,0.335,-0.791,0.257,0.383,1.0,0.491,0.461,0.285,-0.243,-0.076,0.604,-0.912
Goal 11 Score,0.013,0.76,-0.487,0.027,0.486,-0.527,0.397,-0.467,-0.284,0.491,1.0,-0.585,0.021,0.035,0.102,-0.052,0.684
Goal 12 Score,0.167,0.458,-0.108,-0.361,0.604,-0.278,0.05,-0.436,-0.282,0.461,-0.585,1.0,0.541,0.039,-0.463,-0.326,0.476
Goal 13 Score,-0.487,0.262,-0.399,-0.026,-0.032,0.159,0.552,0.162,-0.273,0.285,0.021,0.541,1.0,-0.155,0.511,-0.29,0.338
Goal 14 Score,0.282,-0.264,0.065,-0.146,0.219,0.407,-0.345,0.181,-0.025,-0.243,0.035,0.039,-0.155,1.0,-0.069,-0.33,-0.04
Goal 15 Score,0.399,-0.195,0.401,-0.5,0.548,0.161,-0.543,-0.341,-0.008,-0.076,0.102,-0.463,0.511,-0.069,1.0,-0.051,-0.14
Goal 16 Score,-0.163,0.272,-0.23,-0.53,0.439,0.214,0.357,0.019,-0.35,0.604,-0.052,-0.326,-0.29,-0.33,-0.051,1.0,0.513
Goal 17 Score,0.262,-0.802,0.725,0.188,-0.503,0.359,-0.731,0.287,0.366,-0.912,0.684,0.476,0.338,-0.04,-0.14,0.513,1.0
