,Goal 1 Score,Goal 2 Score,Goal 3 Score,Goal 4 Score,Goal 5 Score,Goal 6 Score,Goal 7 Score,Goal 8 Score,Goal 9 Score,Goal 10 Score,Goal 11 Score,Goal 12 Score,Goal 13 Score,Goal 14 Score,Goal 15 Score,Goal 16 Score,Goal 17 Score
Goal 1 Score,1.0,0.38,0.198,0.653,-0.311,0.496,0.54,0.614,-0.125,0.869,0.559,0.638,0.618,0.771,-0.361,-0.58,-0.56
Goal 2 Score,0.38,1.0,0.1,-0.291,-0.129,-0.264,-0.153,-0.1,0.326,-0.625,-0.478,-0.439,-0.033,-0.437,0.448,0.036,0.628
Goal 3 Score,0.198,0.1,1.0,0.437,0.147,0.648,-0.59,0.294,-0.282,-0.013,0.452,0.101,0.07,-0.049,-0.336,0.068,-0.212
Goal 4 Score,0.653,-0.291,0.437,1.0,0.112,-0.816,0.118,-0.739,0.296,-0.684,-0.699,-0.607,-0.63,-0.574,0.33,0.525,0.593
Goal 5 Score,-0.311,-0.129,0.147,0.112,1.0,0.052,0.372,0.454,0.354,0.176,0.133,0.11,0.496,0.312,-0.15,-0.585,0.216
Goal 6 Score,0.496,-0.264,0.648,-0.816,0.052,1.0,0.294,-0.664,0.312,-0.579,-0.836,-0.564,-0.501,-0.563,0.483,0.387,0.639
Goal 7 Score,0.54,-0.153,-0.59,0.118,0.372,0.294,1.0,-0.097,-0.125,-0.407,0.114,-0.17,-0.121,-0.355,0.181,0.15,0.062
Goal 8 Score,0.614,-0.1,0.294,-0.739,0.454,-0.664,-0.097,1.0,-0.058,-0.59,-0.687,-0.715,-0.753,-0.584,0.228,0.776,0.284
Goal 9 Score,-0.125,0.326,-0.282,0.296,0.354,0.312,-0.125,-0.058,1.0,0.143,-0.018,-0.221,-0.226,-0.045,-0.331,0.362,-0.379
Goal 10 Score,0.869,-0.625,-0.013,-0.684,0.176,-0.579,-0.407,-0.59,0.143,1.0,-0.748,-0.775,-0.558,-0.878,0.536,0.543,0.742
Goal 11 Score,0.559,-0.478,0.452,-0.699,0.133,-0.836,0.114,-0.687,-0.018,-0.748,1.0,-0.811,-0.586,-0.751,0.449,0.551,0.694
Goal 12 Score,0.638,-0.439,0.101,-0.607,0.11,-0.564,-0.17,-0.715,-0.221,-0.775,-0.811,1.0,-0.503,-0.778,0.28,0.562,0.554
Goal 13 Score,0.618,-0.033,0.07,-0.63,0.496,-0.501,-0.121,-0.753,-0.226,-0.558,-0.586,-0.503,1.0,-0.53,0.098,0.839,0.196
Goal 14 Score,0.771,-0.437,-0.049,-0.574,0.312,-0.563,-0.355,-0.584,-0.045,-0.878,-0.751,-0.778,-0.53,1.0,0.58,0.549,0.622
Goal 15 Score,-0.361,0.448,-0.336,0.33,-0.15,0.483,0.181,0.228,-0.331,0.536,0.449,0.28,0.098,0.58,1.0,-0.023,-0.391
Goal 16 Score,-0.58,0.036,0.068,0.525,-0.585,0.387,0.15,0.776,0.362,0.543,0.551,0.562,0.839,0.549,-0.023,1.0,-0.097
Goal 17 Score,-0.56,0.628,-0.212,0.593,0.216,0.639,0.062,0.284,-0.379,0.742,0.694,0.554,0.196,0.622,-0.391,-0.097,1.0
